Date,QQQ_Close,MA20
2026-01-12,621.260009765625,607.6909027099609
2026-01-19,622.719970703125,610.0942749023437
2026-01-26,621.8699951171875,611.9264434814453
2026-02-02,620.530029296875,613.0586639404297
