Date,Value
2026-01-12,0.0012998719430522866
2026-01-13,0.0013008802266437464
2026-01-14,0.0012988781700735076
2026-01-15,0.0012884778298376317
2026-01-16,0.0012615508576740576
2026-01-20,0.001212916977275369
2026-01-21,0.0011857899847870644
2026-01-22,0.001169837853818159
2026-01-23,0.001187854094073813
2026-01-26,0.001178022319410825
2026-01-27,0.0011473650871185888
2026-01-28,0.0011114568838021246
2026-01-29,0.0011611574965160476
2026-01-30,0.0012509811319998609
2026-02-02,0.0012550567536176122
