Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-06-01 00:00:00-04:00,85.32465003545448,85.32465003545448,85.31612396240234,85.31612396240234,1600,0.0,0.0,0.0
2020-06-02 00:00:00-04:00,85.32467858028157,85.32467858028157,85.31871032714844,85.31871032714844,4000,0.0,0.0,0.0
2020-06-03 00:00:00-04:00,85.3204116821289,85.3204116821289,85.3204116821289,85.3204116821289,100,0.0,0.0,0.0
2020-06-04 00:00:00-04:00,85.30761606039621,85.32553383589475,85.30761606039621,85.3204116821289,2400,0.0,0.0,0.0
2020-06-05 00:00:00-04:00,85.32465003545448,85.32465003545448,85.31612396240234,85.31612396240234,400,0.0,0.0,0.0
2020-06-08 00:00:00-04:00,85.31612396240234,85.31612396240234,85.31612396240234,85.31612396240234,100,0.0,0.0,0.0
2020-06-09 00:00:00-04:00,85.31612396240234,85.31612396240234,85.31612396240234,85.31612396240234,100,0.0,0.0,0.0
2020-06-10 00:00:00-04:00,85.32467471988828,85.32467471988828,85.3204116821289,85.3204116821289,12300,0.0,0.0,0.0
2020-06-11 00:00:00-04:00,85.32467471988828,85.3332073038616,85.3204116821289,85.3204116821289,7587100,0.0,0.0,0.0
2020-06-12 00:00:00-04:00,85.31614864436955,85.32467471988828,85.31614864436955,85.3204116821289,4900,0.0,0.0,0.0
2020-06-15 00:00:00-04:00,85.32467471988828,85.32467471988828,85.3204116821289,85.3204116821289,8500,0.0,0.0,0.0
2020-06-16 00:00:00-04:00,85.3204116821289,85.3204116821289,85.3204116821289,85.3204116821289,100,0.0,0.0,0.0
2020-06-17 00:00:00-04:00,85.33317857719466,85.33317857719466,85.3203829597695,85.32464599609375,4600,0.0,0.0,0.0
2020-06-18 00:00:00-04:00,85.33321012790242,85.33321012790242,85.32467754364671,85.32809448242188,19600,0.0,0.0,0.0
2020-06-19 00:00:00-04:00,85.3289566040039,85.33236703470452,85.32468705717261,85.3289566040039,5600,0.0,0.0,0.0
2020-06-22 00:00:00-04:00,85.33317857719466,85.33317857719466,85.31611992344524,85.32464599609375,22500,0.0,0.0,0.0
2020-06-23 00:00:00-04:00,85.33317857719466,85.33317857719466,85.32464599609375,85.32464599609375,1500,0.0,0.0,0.0
2020-06-24 00:00:00-04:00,85.31611992344524,85.33317857719466,85.31611992344524,85.32464599609375,17100,0.0,0.0,0.0
2020-06-25 00:00:00-04:00,85.32464599609375,85.32464599609375,85.31611992344524,85.32464599609375,10700,0.0,0.0,0.0
2020-06-26 00:00:00-04:00,85.3332073038616,85.3332073038616,85.31614864436955,85.3204116821289,51200,0.0,0.0,0.0
2020-06-29 00:00:00-04:00,85.3289566040039,85.3289566040039,85.32468705717261,85.3289566040039,3700,0.0,0.0,0.0
2020-06-30 00:00:00-04:00,85.3289566040039,85.3289566040039,85.3289566040039,85.3289566040039,700,0.0,0.0,0.0
2020-07-01 00:00:00-04:00,85.32977903985449,85.32977903985449,85.32551574707031,85.32551574707031,15100,0.006,0.0,0.0
2020-07-02 00:00:00-04:00,85.3297835327493,85.33831662761088,85.3297835327493,85.33064270019531,5300,0.0,0.0,0.0
2020-07-06 00:00:00-04:00,85.32551574707031,85.32977903985449,85.32551574707031,85.32551574707031,2400,0.0,0.0,0.0
2020-07-07 00:00:00-04:00,85.32210511284298,85.32977903985449,85.32210511284298,85.32551574707031,3900,0.0,0.0,0.0
2020-07-08 00:00:00-04:00,85.32977903985449,85.33831213426677,85.32551574707031,85.32551574707031,18700,0.0,0.0,0.0
2020-07-09 00:00:00-04:00,85.33833922187178,85.33833922187178,85.33407592773438,85.33407592773438,400,0.0,0.0,0.0
2020-07-10 00:00:00-04:00,85.33831603750208,85.33831603750208,85.33405274452292,85.33746337890625,26400,0.0,0.0,0.0
2020-07-13 00:00:00-04:00,85.33833922187178,85.33833922187178,85.33407592773438,85.33407592773438,1000,0.0,0.0,0.0
2020-07-14 00:00:00-04:00,85.32975769042969,85.338290782707,85.32123110699467,85.32975769042969,6500,0.0,0.0,0.0
2020-07-15 00:00:00-04:00,85.338290782707,85.338290782707,85.32634705705568,85.32975769042969,9100,0.0,0.0,0.0
2020-07-16 00:00:00-04:00,85.338290782707,85.338290782707,85.32123110699467,85.32975769042969,14700,0.0,0.0,0.0
2020-07-17 00:00:00-04:00,85.338290782707,85.338290782707,85.32975769042969,85.32975769042969,18300,0.0,0.0,0.0
2020-07-20 00:00:00-04:00,85.338290782707,85.338290782707,85.32975769042969,85.32975769042969,1200,0.0,0.0,0.0
2020-07-21 00:00:00-04:00,85.338290782707,85.338290782707,85.32123110699467,85.32975769042969,157200,0.0,0.0,0.0
2020-07-22 00:00:00-04:00,85.338290782707,85.338290782707,85.32123110699467,85.32975769042969,9000,0.0,0.0,0.0
2020-07-23 00:00:00-04:00,85.32975769042969,85.338290782707,85.32123110699467,85.32975769042969,10600,0.0,0.0,0.0
2020-07-24 00:00:00-04:00,85.32975769042969,85.338290782707,85.32975769042969,85.32975769042969,1400,0.0,0.0,0.0
2020-07-27 00:00:00-04:00,85.338290782707,85.338290782707,85.32975769042969,85.32975769042969,23900,0.0,0.0,0.0
2020-07-28 00:00:00-04:00,85.338290782707,85.338290782707,85.32123110699467,85.32975769042969,16000,0.0,0.0,0.0
2020-07-29 00:00:00-04:00,85.33833922187178,85.33833922187178,85.32980612475096,85.33407592773438,1600,0.0,0.0,0.0
2020-07-30 00:00:00-04:00,85.338290782707,85.34682387498432,85.32123110699467,85.32975769042969,17000,0.0,0.0,0.0
2020-07-31 00:00:00-04:00,85.33833922187178,85.33833922187178,85.33407592773438,85.33407592773438,1400,0.0,0.0,0.0
2020-08-03 00:00:00-04:00,85.33489990234375,85.33489990234375,85.33489990234375,85.33489990234375,300,0.011,0.0,0.0
2020-08-04 00:00:00-04:00,85.33916366400761,85.33916366400761,85.33063614067989,85.33489990234375,1400,0.0,0.0,0.0
2020-08-05 00:00:00-04:00,85.33063614067989,85.33916366400761,85.33063614067989,85.33489990234375,12800,0.0,0.0,0.0
2020-08-06 00:00:00-04:00,85.33063614067989,85.33916366400761,85.33063614067989,85.33489990234375,21500,0.0,0.0,0.0
2020-08-07 00:00:00-04:00,85.33914184570312,85.34767587640879,85.33914184570312,85.33914184570312,10000,0.0,0.0,0.0
