Date,Close,High,Low,Open,Volume
2016-02-09,89.27111053466797,89.27920501231075,89.25492775365979,89.27111053466797,946500
2016-02-10,89.26300048828125,89.27108878967647,89.25490601261015,89.27108878967647,314200
2016-02-11,89.27111053466797,89.30348227096171,89.27111053466797,89.27111053466797,800000
2016-02-12,89.2791976928711,89.29538047255255,89.26301491318964,89.27110321589194,500100
2016-02-16,89.2791976928711,89.29538047255255,89.26301491318964,89.28729216985026,703700
2016-02-17,89.2791976928711,89.30347494953172,89.2791976928711,89.30347494953172,961200
2016-02-18,89.28732299804688,89.28732299804688,89.271134038499,89.271134038499,536200
2016-02-19,89.2791976928711,89.28729216985026,89.2791976928711,89.2791976928711,817500
2016-02-22,89.26300048828125,89.28727774101866,89.26300048828125,89.27918326534757,981100
2016-02-23,89.2791976928711,89.2791976928711,89.26301491318964,89.26301491318964,479000
2016-02-24,89.27111053466797,89.28729948995353,89.26302223130257,89.26302223130257,423100
2016-02-25,89.27111053466797,89.27920501231075,89.26302223130257,89.27920501231075,636500
2016-02-26,89.27111053466797,89.27920501231075,89.27111053466797,89.27920501231075,479100
2016-02-29,89.28732299804688,89.28732299804688,89.26304573300406,89.26304573300406,370800
2016-03-01,89.24678039550781,89.28725025598835,89.23869136327872,89.28725025598835,12981300
2016-03-02,89.26299285888672,89.27108806794921,89.23871340653452,89.27108806794921,1498700
2016-03-03,89.27112579345703,89.27112579345703,89.26303058097353,89.27112579345703,577200
2016-03-04,89.26299285888672,89.27917710217642,89.26299285888672,89.27917710217642,999600
2016-03-07,89.26299285888672,89.27917710217642,89.26299285888672,89.26299285888672,1059600
2016-03-08,89.27112579345703,89.27921483110262,89.26303058097353,89.26303058097353,571100
2016-03-09,89.27919006347656,89.27919006347656,89.27110102807501,89.27110102807501,288500
2016-03-10,89.27919006347656,89.27919006347656,89.26300581783728,89.27919006347656,806100
2016-03-11,89.27112579345703,89.28731004358612,89.26303058097353,89.27921483110262,733300
2016-03-14,89.27112579345703,89.28731004358612,89.27112579345703,89.27112579345703,383000
2016-03-15,89.27919006347656,89.2872852737143,89.27110102807501,89.27919006347656,3891700
2016-03-16,89.28730010986328,89.28730010986328,89.25492543836909,89.27920489828043,919300
2016-03-17,89.29537200927734,89.29537200927734,89.2710925557046,89.27918159033844,1288800
2016-03-18,89.28730010986328,89.30348435819177,89.27920489828043,89.27920489828043,913100
2016-03-21,89.29537200927734,89.3034610439112,89.2872767998079,89.2872767998079,126600
2016-03-22,89.28730010986328,89.30348435819177,89.28730010986328,89.28730010986328,211200
2016-03-23,89.28730010986328,89.30348435819177,89.28730010986328,89.28730010986328,4137600
2016-03-24,89.31158447265625,89.31158447265625,89.28730501141206,89.28730501141206,288400
2016-03-28,89.29537200927734,89.31155625338064,89.2872767998079,89.2872767998079,218900
2016-03-29,89.32776641845703,89.33585545487898,89.29539174825833,89.29539174825833,365800
2016-03-30,89.3358383178711,89.3358383178711,89.30346365388272,89.3358383178711,808300
2016-03-31,89.31969451904297,89.34397398431953,89.31159930567125,89.34397398431953,1588000
2016-04-01,89.31156921386719,89.33585307146747,89.31156921386719,89.33585307146747,446300
2016-04-04,89.32777404785156,89.33587072730371,89.3115868649041,89.3115868649041,419000
2016-04-05,89.34394073486328,89.3520312359433,89.32774738079317,89.33584405782823,634300
2016-04-06,89.34394073486328,89.3520312359433,89.32774738079317,89.3520312359433,381600
2016-04-07,89.34394073486328,89.34394073486328,89.32774738079317,89.33584405782823,207800
2016-04-08,89.3520278930664,89.3520278930664,89.33584071555693,89.34393739228906,542300
2016-04-11,89.33586120605469,89.35204838727694,89.33586120605469,89.35204838727694,244500
2016-04-12,89.3520278930664,89.3520278930664,89.33584071555693,89.33584071555693,421900
2016-04-13,89.3520278930664,89.3520278930664,89.34393739228906,89.34393739228906,313100
2016-04-14,89.34394073486328,89.3520312359433,89.33584405782823,89.34394073486328,494100
2016-04-15,89.34394073486328,89.3520312359433,89.34394073486328,89.3520312359433,390700
2016-04-18,89.36012268066406,89.36012268066406,89.3439355034968,89.3439355034968,329100
2016-04-19,89.36012268066406,89.36821935722503,89.3520260041031,89.3520260041031,669100
2016-04-20,89.36012268066406,89.36821935722503,89.36012268066406,89.36012268066406,493700
2016-04-21,89.36012268066406,89.376316033786,89.36012268066406,89.36012268066406,254800
2016-04-22,89.36822509765625,89.37632177473729,89.35203174349415,89.36822509765625,246100
2016-04-25,89.3520278930664,89.37631792326282,89.3520278930664,89.36012456979854,419100
2016-04-26,89.3520278930664,89.36822124653068,89.34393739228906,89.34393739228906,832500
2016-04-27,89.38442993164062,89.38442993164062,89.36014607155585,89.37633942891655,337500
2016-04-28,89.37633514404297,89.38442564637917,89.36823846575079,89.38442564637917,341400
2016-04-29,89.36822509765625,89.38441227586328,89.36822509765625,89.36822509765625,537100
2016-05-02,89.36176300048828,89.38605169976454,89.35366470833387,89.37795340761012,792200
2016-05-03,89.36986541748047,89.38606200365635,89.36177330158023,89.38606200365635,502600
2016-05-04,89.36986541748047,89.37796371056841,89.36177330158023,89.36986541748047,539900
2016-05-05,89.3860092163086,89.39410750461406,89.36172052857629,89.36981263969768,1363400
2016-05-06,89.39410400390625,89.39410400390625,89.36980913994127,89.39410400390625,526100
2016-05-09,89.39410400390625,89.39410400390625,89.36980913994127,89.36980913994127,604600
2016-05-10,89.3860092163086,89.3860092163086,89.36981263969768,89.3860092163086,339600
2016-05-11,89.3860092163086,89.3860092163086,89.36981263969768,89.3860092163086,441700
2016-05-12,89.36986541748047,89.38606200365635,89.36986541748047,89.36986541748047,890900
2016-05-13,89.36986541748047,89.37796371056841,89.36177330158023,89.36177330158023,490700
2016-05-16,89.3779525756836,89.3779525756836,89.36985428360455,89.36985428360455,440100
2016-05-17,89.3779525756836,89.38605086776263,89.36985428360455,89.3779525756836,794900
2016-05-18,89.36986541748047,89.37796371056841,89.36177330158023,89.36986541748047,487300
2016-05-19,89.3779525756836,89.3779525756836,89.35366387663342,89.35366387663342,788500
2016-05-20,89.36176300048828,89.37795340761012,89.36176300048828,89.37795340761012,269400
2016-05-23,89.36986541748047,89.36986541748047,89.35367500849229,89.36986541748047,479600
2016-05-24,89.36176300048828,89.36176300048828,89.34556641617944,89.35366470833387,506000
2016-05-25,89.36986541748047,89.37796371056841,89.35367500849229,89.35367500849229,411800
2016-05-26,89.36986541748047,89.37796371056841,89.35367500849229,89.36177330158023,375800
2016-05-27,89.3536605834961,89.37794928165111,89.34556229171552,89.37794928165111,692900
2016-05-31,89.36176300048828,89.36176300048828,89.33746812402502,89.33746812402502,3669400
2016-06-01,89.36256408691406,89.37066465397557,89.33826856465178,89.33826856465178,3897000
2016-06-02,89.37064361572266,89.37064361572266,89.35444866433424,89.37064361572266,826500
2016-06-03,89.37064361572266,89.40303969742024,89.37064361572266,89.39493913226565,468900
