Date,Value
2025-11-26,71.9000015258789
2025-11-28,68.94999694824219
2025-12-01,71.3499984741211
2025-12-02,69.91000366210938
2025-12-03,66.45999908447266
2025-12-04,65.69000244140625
2025-12-05,67.27999877929688
2025-12-08,72.30000305175781
2025-12-09,75.37999725341797
2025-12-10,68.62000274658203
2025-12-11,69.23999786376953
2025-12-12,69.25
2025-12-15,73.30999755859375
2025-12-16,67.13999938964844
2025-12-17,62.7400016784668
2025-12-18,60.0099983215332
2025-12-19,59.40999984741211
2025-12-22,61.70000076293945
2025-12-23,61.16999816894531
2025-12-24,59.47999954223633
2025-12-26,58.5
2025-12-29,59.209999084472656
2025-12-30,63.97999954223633
2025-12-31,63.959999084472656
2026-01-02,62.36000061035156
2026-01-05,64.70999908447266
2026-01-06,65.81999969482422
2026-01-07,66.1500015258789
2026-01-08,66.94000244140625
2026-01-09,61.54999923706055
2026-01-12,62.900001525878906
2026-01-13,60.790000915527344
2026-01-14,58.11000061035156
2026-01-15,56.13999938964844
2026-01-16,58.04999923706055
2026-01-20,66.66999816894531
2026-01-21,59.560001373291016
2026-01-22,56.5
2026-01-23,56.25
2026-01-26,55.77000045776367
2026-01-27,56.119998931884766
2026-01-28,57.43000030517578
2026-01-29,60.72999954223633
2026-01-30,59.20000076293945
2026-02-02,59.29999923706055
2026-02-03,57.540000915527344
2026-02-04,57.5099983215332
2026-02-05,62.15999984741211
2026-02-06,63.619998931884766
2026-02-09,62.7400016784668
2026-02-10,64.55000305175781
2026-02-11,61.349998474121094
2026-02-12,68.56999969482422
2026-02-13,70.0999984741211
2026-02-17,68.83999633789062
2026-02-18,64.19000244140625
2026-02-19,68.02999877929688
2026-02-20,64.2699966430664
2026-02-23,68.02999877929688
2026-02-24,65.2699966430664
2026-02-25,62.43000030517578
2026-02-26,63.93000030517578
