Date,Value
2025-12-03,937167
2025-12-10,858946
2025-12-17,833093
2025-12-24,837120
2025-12-31,837306
2026-01-07,796148
2026-01-14,779175
2026-01-21,869261
2026-01-28,923042
2026-02-04,908773
2026-02-11,915306
2026-02-18,912727
2026-02-25,887612
