Date,Value
2025-11-25,4.999499797821045
2025-11-26,5.104499816894531
2025-11-28,5.185500144958496
2025-12-01,5.218999862670898
2025-12-02,5.160999774932861
2025-12-03,5.308000087738037
2025-12-04,5.291500091552734
2025-12-05,5.381999969482422
2025-12-08,5.364500045776367
2025-12-09,5.240499973297119
2025-12-10,5.2754998207092285
2025-12-11,5.427000045776367
2025-12-12,5.2835001945495605
2025-12-15,5.338500022888184
2025-12-16,5.2870001792907715
2025-12-17,5.363500118255615
2025-12-18,5.366499900817871
2025-12-19,5.439499855041504
2025-12-22,5.4375
2025-12-23,5.47599983215332
2025-12-24,5.498499870300293
2025-12-26,5.766499996185303
2025-12-29,5.490499973297119
2025-12-30,5.727499961853027
2025-12-31,5.630000114440918
2026-01-02,5.639999866485596
2026-01-05,5.924499988555908
2026-01-06,6.010499954223633
2026-01-07,5.809000015258789
2026-01-08,5.746500015258789
2026-01-09,5.855500221252441
2026-01-12,5.985000133514404
2026-01-13,5.96999979019165
2026-01-14,6.008999824523926
2026-01-15,5.947999954223633
2026-01-16,5.78849983215332
2026-01-20,5.7729997634887695
2026-01-21,5.729499816894531
2026-01-22,5.742499828338623
2026-01-23,5.910999774932861
2026-01-26,5.984000205993652
2026-01-27,5.828499794006348
2026-01-28,5.892499923706055
2026-01-29,6.17549991607666
2026-01-30,5.896999835968018
2026-02-02,5.801499843597412
2026-02-03,6.0625
2026-02-04,5.826000213623047
2026-02-05,5.798999786376953
2026-02-06,5.863500118255615
2026-02-09,5.945000171661377
2026-02-10,5.895999908447266
2026-02-11,5.948999881744385
2026-02-12,5.770999908447266
2026-02-13,5.792500019073486
2026-02-17,5.632999897003174
2026-02-18,5.793499946594238
2026-02-19,5.730000019073486
2026-02-20,5.830999851226807
2026-02-23,5.7729997634887695
2026-02-24,5.922999858856201
2026-02-25,5.979499816894531
2026-02-26,5.947000026702881
